,team1,team2,Ground,date,Series,toss_winner,first_batting,match_winner,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank
3160,Papua New Guinea,Hong Kong,"Mission Road Ground, Mong Kok, Hong Kong", Nov 8 2016, Papua New Guinea tour of Hong Kong at Mong Kok,1,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,96,101,90,101,95,101,101,87,101,101,101,101,101,101,101,101,101,101
3161,Zimbabwe,Sri Lanka,Harare Sports Club, Nov 14 2016, Zimbabwe Tri-Nation Series at Harare,2,1,2,101,101,80,80,68,101,63,94,54,75,101,101,60,101,101,82,101,101,101,101,101,43,101,101,61,101,101,101,70,101,101,101,101,101,101,101,101,101,101,47,101,20,101,96
3162,West Indies,Sri Lanka,Harare Sports Club, Nov 16 2016, Zimbabwe Tri-Nation Series at Harare,2,1,1,52,101,101,101,101,101,101,101,101,101,101,101,101,72,88,13,101,101,101,48,101,101,101,101,63,101,101,101,79,101,95,101,101,101,101,101,101,101,101,44,101,21,101,93
3163,Zimbabwe,West Indies,"Queens Sports Club, Bulawayo", Nov 19 2016, Zimbabwe Tri-Nation Series at Bulawayo,1,1,2,101,101,80,81,58,101,53,94,57,70,62,101,101,101,101,78,101,101,101,101,101,101,54,101,101,101,101,101,101,101,101,101,101,59,87,13,101,101,101,101,101,51,101,99
3164,Zimbabwe,Sri Lanka,"Queens Sports Club, Bulawayo", Nov 21 2016, Zimbabwe Tri-Nation Series at Bulawayo,1,1,2,101,101,81,81,58,101,53,94,57,70,62,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3165,Sri Lanka,West Indies,"Queens Sports Club, Bulawayo", Nov 23 2016, Zimbabwe Tri-Nation Series at Bulawayo,2,1,1,95,101,65,101,101,101,61,101,101,101,94,101,101,101,101,101,101,43,101,90,101,20,54,101,101,101,101,101,101,101,101,101,101,101,80,13,101,63,101,101,101,54,101,97
3166,Zimbabwe,West Indies,"Queens Sports Club, Bulawayo", Nov 25 2016, Zimbabwe Tri-Nation Series at Bulawayo,1,1,1,101,101,85,81,64,101,59,101,45,92,57,54,101,101,101,78,101,101,101,101,101,101,101,101,56,101,101,101,101,101,101,101,101,101,80,13,101,65,101,99,101,101,101,101
3167,Zimbabwe,Sri Lanka,"Queens Sports Club, Bulawayo", Nov 27 2016, Zimbabwe Tri-Nation Series at Bulawayo,1,1,2,63,101,101,101,101,101,59,101,48,92,57,54,101,101,101,65,101,101,101,101,101,94,95,101,65,101,101,101,53,101,90,101,101,101,101,101,101,97,101,41,101,101,101,17
3168,Australia,New Zealand,Sydney Cricket Ground, Dec 4 2016, New Zealand tour of Australia at Sydney,1,1,1,4,101,18,101,10,101,17,101,27,35,93,101,56,101,101,63,101,3,101,47,101,14,6,101,41,101,5,101,101,101,101,101,101,101,98,54,101,101,101,4,101,101,101,1
3169,Australia,New Zealand,"Manuka Oval, Canberra", Dec 6 2016, New Zealand tour of Australia at Canberra,2,1,1,3,101,20,101,9,101,80,101,21,35,56,101,17,101,101,44,101,3,39,24,101,12,6,101,45,101,5,101,101,101,101,101,101,101,101,46,101,101,101,26,101,5,101,1
3170,Australia,New Zealand,Melbourne Cricket Ground, Dec 9 2016, New Zealand tour of Australia at Melbourne,1,1,1,3,101,20,101,10,101,17,101,22,38,79,101,58,101,39,20,101,3,101,42,101,11,6,101,44,101,5,101,101,101,101,101,101,101,101,101,101,45,101,28,101,101,101,1
3171,New Zealand,Bangladesh,"Hagley Oval, Christchurch", Dec 26 2016, Bangladesh tour of New Zealand at Christchurch,1,1,1,8,101,25,101,5,101,101,101,101,98,89,101,75,101,97,45,101,28,101,101,101,2,22,101,69,101,32,101,42,73,29,4,17,101,77,101,101,101,101,12,101,71,101,35
3172,New Zealand,Bangladesh,"Saxton Oval, Nelson", Dec 29 2016, Bangladesh tour of New Zealand at Nelson,2,1,1,8,101,28,101,7,101,101,101,101,99,93,101,71,101,100,35,101,22,101,101,101,1,22,101,68,101,70,101,44,74,31,4,101,101,101,101,101,101,101,9,101,64,101,101
3173,Bangladesh,New Zealand,"Saxton Oval, Nelson", Dec 31 2016, Bangladesh tour of New Zealand at Nelson,1,1,2,22,101,66,101,70,101,50,76,32,5,101,101,101,101,101,101,101,12,101,64,101,27,8,101,30,101,5,101,101,101,96,99,93,101,71,101,101,30,101,22,101,6,101,101
3174,Australia,Pakistan,Melbourne Cricket Ground, Jan 15 2017, Pakistan tour of Australia at Melbourne,1,1,2,89,101,3,101,11,101,26,40,70,101,21,74,42,101,44,15,101,3,101,34,101,9,23,25,82,101,15,101,101,101,62,77,64,101,100,101,90,46,101,59,101,66,101,51
3175,England,India,"Maharashtra Cricket Association Stadium, Pune", Jan 15 2017, England tour of India at Pune,2,1,2,30,101,18,101,6,101,25,101,12,101,41,49,81,17,101,20,101,30,101,6,101,97,101,101,13,101,1,101,101,101,14,101,68,101,101,101,79,23,101,16,101,47,101,36
3176,Pakistan,Australia,"W.A.C.A. Ground, Perth", Jan 19 2017, Pakistan tour of Australia at Perth,2,1,2,25,25,78,101,13,101,101,101,61,79,64,101,94,46,97,101,101,49,101,64,101,51,3,101,93,101,7,101,101,101,66,101,21,76,41,101,42,17,101,27,101,4,101,101
3177,India,England,"Barabati Stadium, Cuttack", Jan 19 2017, England tour of India at Cuttack,2,1,1,101,101,15,101,2,101,88,101,12,101,62,101,101,101,79,21,101,15,101,44,101,24,22,101,19,101,6,101,24,101,45,52,14,101,76,18,101,16,101,50,101,31,101,100
3178,Australia,Pakistan,Sydney Cricket Ground, Jan 22 2017, Pakistan tour of Australia at Sydney,1,1,1,101,101,3,101,7,101,57,101,17,77,46,101,101,3,101,101,101,24,101,49,101,4,32,101,65,101,13,101,25,30,61,80,67,101,100,101,92,39,101,50,101,48,101,57
3179,Scotland,Hong Kong,"Sheikh Zayed Stadium, Abu Dhabi", Jan 22 2017, United Arab Emirates Tri-Nation Series at Abu Dhabi,2,1,2,101,101,53,101,81,101,101,66,101,101,101,101,101,101,101,81,101,101,101,101,101,101,101,101,101,101,89,101,90,101,101,101,101,101,101,79,101,101,101,101,101,101,101,101
3180,England,India,"Eden Gardens, Kolkata", Jan 22 2017, England tour of India at Kolkata,2,1,1,19,101,101,101,99,101,23,101,14,101,39,52,80,20,101,16,101,53,101,34,101,82,33,101,101,101,2,101,87,101,12,101,45,101,101,99,78,19,101,17,101,29,101,41
3181,Scotland,United Arab Emirates,Dubai International Cricket Stadium, Jan 24 2017, United Arab Emirates Tri-Nation Series at Dubai,1,1,2,101,101,49,101,82,101,101,64,83,101,101,101,101,101,101,80,101,101,101,101,101,101,101,101,101,101,101,101,73,101,101,101,101,101,101,93,101,98,101,101,101,101,101,101
3182,Australia,Pakistan,Adelaide Oval, Jan 26 2017, Pakistan tour of Australia at Adelaide,1,1,1,1,101,36,101,8,101,19,80,49,101,101,101,44,17,101,2,101,23,101,50,101,4,38,101,101,101,10,101,26,33,61,81,101,101,101,101,101,46,101,45,101,44,101,54
3183,Hong Kong,United Arab Emirates,Dubai International Cricket Stadium, Jan 26 2017, United Arab Emirates Tri-Nation Series at Dubai,2,1,2,101,101,101,101,90,101,75,101,101,101,101,101,101,101,101,101,101,101,101,73,101,101,101,101,101,101,101,101,68,101,101,101,101,87,101,101,101,89,101,101,101,101,101,101
3184,Sri Lanka,South Africa,"St George's Park, Port Elizabeth", Jan 28 2017, Sri Lanka tour of South Africa at Port Elizabeth,2,1,2,101,101,101,101,41,101,42,101,92,101,94,101,101,101,101,47,101,101,101,21,101,101,4,101,6,101,11,101,2,101,34,76,32,101,101,81,101,34,101,101,101,7,101,1
3185,New Zealand,Australia,"Eden Park, Auckland", Jan 30 2017, Australia tour of New Zealand at Auckland,2,1,1,8,101,34,101,5,101,16,101,88,101,96,101,89,101,101,22,101,23,101,101,101,2,24,101,41,101,94,101,101,101,19,81,101,101,101,101,45,17,101,24,101,3,101,4
3186,South Africa,Sri Lanka,"Kingsmead, Durban", Feb 1 2017, Sri Lanka tour of South Africa at Durban,2,1,1,8,101,4,101,7,101,2,101,36,75,24,101,101,73,101,32,101,101,101,8,101,1,101,101,92,101,43,101,41,101,100,101,101,101,101,101,101,96,101,49,101,23,101,101
3187,Sri Lanka,South Africa,"The Wanderers Stadium, Johannesburg", Feb 4 2017, Sri Lanka tour of South Africa at Johannesburg,2,1,2,89,101,91,101,53,101,45,101,101,101,101,101,101,96,101,101,101,23,101,101,101,101,6,101,8,101,7,101,2,101,34,76,49,101,101,71,101,101,101,101,101,8,101,1
3188,New Zealand,Australia,"Seddon Park, Hamilton", Feb 5 2017, Australia tour of New Zealand at Hamilton,1,1,1,101,101,38,101,4,101,16,101,71,101,100,101,90,101,96,19,101,24,101,101,101,2,24,101,95,101,101,101,36,101,20,82,101,101,48,17,101,22,101,3,101,52,101,4
3189,South Africa,Sri Lanka,"Newlands, Cape Town", Feb 7 2017, Sri Lanka tour of South Africa at Cape Town,1,1,1,11,101,7,101,4,101,2,101,35,78,46,101,101,24,101,101,101,1,101,7,101,101,71,101,78,101,53,101,101,101,101,101,101,101,101,49,101,76,101,101,101,101,101,101
3190,South Africa,Sri Lanka,"SuperSport Park, Centurion", Feb 10 2017, Sri Lanka tour of South Africa at Centurion,2,1,1,5,101,6,101,4,101,2,101,37,76,45,101,101,49,101,24,101,101,101,1,101,7,59,101,80,101,57,101,101,101,101,101,101,101,97,77,101,101,101,101,101,23,101,101
3191,Afghanistan,Zimbabwe,Harare Sports Club, Feb 16 2017, Afghanistan tour of Zimbabwe at Harare,1,1,1,36,101,101,101,101,101,95,101,101,101,52,9,90,101,101,101,101,37,101,36,101,101,101,101,101,101,57,101,51,87,101,101,101,101,101,101,101,101,101,39,101,101,101,101
3192,New Zealand,South Africa,"Seddon Park, Hamilton", Feb 19 2017, South Africa tour of New Zealand at Hamilton,2,1,2,101,101,40,101,6,101,16,101,64,101,91,101,96,18,101,101,101,25,101,83,101,2,4,101,7,101,5,101,2,101,38,80,48,101,101,39,101,101,101,100,101,5,101,1
3193,Afghanistan,Zimbabwe,Harare Sports Club, Feb 19 2017, Afghanistan tour of Zimbabwe at Harare,1,1,1,31,101,101,101,97,101,99,101,51,8,87,101,101,101,101,30,101,40,101,101,101,101,101,101,101,101,56,101,67,101,101,101,101,101,101,101,101,61,101,37,101,101,101,101
3194,Zimbabwe,Afghanistan,Harare Sports Club, Feb 21 2017, Afghanistan tour of Zimbabwe at Harare,1,1,1,101,101,101,101,101,101,58,101,64,56,101,101,101,101,101,64,101,32,101,101,101,101,33,101,101,101,99,101,95,101,101,101,101,101,54,9,88,101,101,28,101,101,101,101
3195,New Zealand,South Africa,"Hagley Oval, Christchurch", Feb 22 2017, South Africa tour of New Zealand at Christchurch,2,1,1,101,101,43,101,5,101,14,101,54,101,78,101,97,15,101,101,101,76,101,25,101,1,8,101,4,101,6,101,38,81,2,101,25,101,101,97,101,39,101,30,101,101,101,2
3196,Afghanistan,Zimbabwe,Harare Sports Club, Feb 24 2017, Afghanistan tour of Zimbabwe at Harare,1,1,2,36,101,101,101,101,101,92,101,101,101,101,101,101,101,55,7,101,101,101,25,101,101,101,101,101,101,101,101,64,101,63,55,101,101,101,101,101,101,101,26,101,101,101,101
3197,South Africa,New Zealand,"Westpac Stadium, Wellington", Feb 25 2017, South Africa tour of New Zealand at Wellington,1,1,1,4,101,8,101,6,101,1,101,39,84,28,101,101,71,101,24,101,78,101,2,101,5,101,101,49,101,5,101,14,101,51,101,76,101,100,15,101,101,101,32,101,101,101,1
3198,Afghanistan,Zimbabwe,Harare Sports Club, Feb 26 2017, Afghanistan tour of Zimbabwe at Harare,1,1,1,37,101,101,101,101,101,97,101,94,101,101,101,50,6,90,101,101,29,101,42,101,101,101,101,101,101,101,101,64,101,63,54,101,101,101,101,101,56,101,33,101,99,101,101
3199,South Africa,New Zealand,"Seddon Park, Hamilton", Mar 1 2017, South Africa tour of New Zealand at Hamilton,1,1,2,9,101,4,101,6,101,39,85,1,101,30,101,101,75,101,46,101,25,101,5,101,1,5,101,101,101,7,101,14,101,78,101,76,96,101,13,101,101,101,34,101,101,101,2
3200,Ireland,United Arab Emirates,"ICC Academy, Dubai", Mar 2 2017, Ireland tour of United Arab Emirates and India at Dubai,2,1,1,70,101,42,66,101,101,101,101,101,101,88,101,101,101,101,77,101,30,101,101,101,101,101,101,101,85,101,101,73,101,101,101,101,101,101,101,101,94,101,101,101,101,101,101
3201,England,West Indies,"Sir Vivian Richards Stadium, North Sound, Antigua", Mar 3 2017, England tour of West Indies at North Sound,2,1,1,19,101,101,101,8,101,18,101,16,101,35,55,75,23,101,12,101,8,101,39,101,31,101,101,101,101,98,101,101,101,101,101,101,101,88,14,101,70,101,101,101,101,101,89
3202,New Zealand,South Africa,"Eden Park, Auckland", Mar 4 2017, South Africa tour of New Zealand at Auckland,2,1,2,6,101,101,101,7,101,14,101,84,101,75,99,96,15,101,101,101,36,101,101,101,3,5,101,11,101,4,101,40,88,1,101,26,101,101,84,101,40,101,73,101,4,101,1
3203,United Arab Emirates,Ireland,"ICC Academy, Dubai", Mar 4 2017, Ireland tour of United Arab Emirates and India at Dubai,1,1,2,101,101,101,85,101,101,68,101,101,101,101,101,101,101,101,93,101,101,101,101,101,101,65,101,41,66,101,101,101,101,87,101,101,101,101,101,101,69,101,27,101,101,101,91
3204,West Indies,England,"Sir Vivian Richards Stadium, North Sound, Antigua", Mar 5 2017, England tour of West Indies at North Sound,1,1,2,101,101,101,101,101,101,101,101,101,101,101,101,88,15,101,77,101,76,101,101,101,90,17,101,101,101,7,101,19,101,38,55,16,101,78,23,90,12,101,10,101,32,101,26
3205,England,West Indies,"Kensington Oval, Bridgetown, Barbados", Mar 9 2017, England tour of West Indies at Bridgetown,2,1,1,17,101,16,101,4,101,18,101,20,101,36,51,84,26,92,8,101,20,101,12,101,22,101,101,101,101,101,101,101,101,101,101,100,101,88,13,101,76,101,81,101,101,101,101
3206,Afghanistan,Ireland,"Greater Noida Sports Complex Ground, Greater Noida", Mar 15 2017, Ireland tour of United Arab Emirates and India at Greater Noida,1,1,1,37,101,101,101,92,101,97,101,101,101,101,101,44,6,101,101,101,41,101,101,101,26,32,101,39,63,60,101,101,101,101,101,88,101,101,101,101,34,101,35,101,101,101,101
3207,Afghanistan,Ireland,"Greater Noida Sports Complex Ground, Greater Noida", Mar 17 2017, Ireland tour of United Arab Emirates and India at Greater Noida,1,1,1,34,101,101,101,88,101,91,101,101,101,49,8,101,101,101,101,101,24,101,40,101,101,30,101,38,60,59,101,101,101,101,101,89,101,101,101,101,67,101,32,101,37,101,101
3208,Afghanistan,Ireland,"Greater Noida Sports Complex Ground, Greater Noida", Mar 19 2017, Ireland tour of United Arab Emirates and India at Greater Noida,1,1,2,39,101,101,101,89,101,92,101,101,101,52,8,101,101,101,24,101,101,101,39,101,101,34,101,32,61,60,101,101,101,98,101,87,101,101,101,101,62,101,30,101,36,101,101
3209,Afghanistan,Ireland,"Greater Noida Sports Complex Ground, Greater Noida", Mar 22 2017, Ireland tour of United Arab Emirates and India at Greater Noida,1,1,2,40,101,101,101,92,101,89,101,101,101,101,101,49,8,101,25,101,101,101,44,101,101,34,101,32,65,61,101,97,101,101,101,85,101,101,101,101,60,101,32,101,33,101,101
3210,Ireland,Afghanistan,"Greater Noida Sports Complex Ground, Greater Noida", Mar 24 2017, Ireland tour of United Arab Emirates and India at Greater Noida,1,1,2,33,101,28,67,61,101,101,101,99,101,88,101,101,101,101,59,101,36,101,30,101,101,41,101,101,101,82,101,90,101,101,101,101,20,101,101,101,40,101,101,49,8,101,101
3211,Bangladesh,Sri Lanka,Rangiri Dambulla International Stadium, Mar 25 2017, Bangladesh tour of Sri Lanka at Dambulla,2,1,1,19,101,35,101,70,101,20,101,27,6,101,101,47,82,101,101,101,101,101,62,101,28,101,101,81,101,61,101,40,101,101,101,101,101,97,78,101,87,101,26,101,101,101,101
3212,Sri Lanka,Bangladesh,Rangiri Dambulla International Stadium, Mar 28 2017, Bangladesh tour of Sri Lanka at Dambulla,1,1,2,101,101,75,101,39,101,41,101,95,101,101,101,101,88,101,101,101,52,101,26,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3213,United Arab Emirates,Papua New Guinea,"Sheikh Zayed Stadium, Abu Dhabi", Mar 31 2017, ICC World Cricket League Championship at Abu Dhabi,2,1,2,101,101,101,101,101,101,71,101,101,101,101,101,101,90,101,85,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3214,Sri Lanka,Bangladesh,"Sinhalese Sports Club Ground, Colombo", Apr 1 2017, Bangladesh tour of Sri Lanka at Colombo,2,1,1,101,101,72,101,32,101,43,101,101,101,92,101,101,90,101,62,101,101,101,47,101,20,19,101,34,101,70,101,21,101,26,7,101,101,49,86,101,101,101,11,101,58,101,27
3215,Papua New Guinea,United Arab Emirates,"Sheikh Zayed Stadium, Abu Dhabi", Apr 2 2017, ICC World Cricket League Championship at Abu Dhabi,1,1,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,74,101,101,101,101,101,101,101,101,92,101,78,101,101,101,101
3216,United Arab Emirates,Papua New Guinea,"Sheikh Zayed Stadium, Abu Dhabi", Apr 4 2017, Papua New Guinea tour of United Arab Emirates at Abu Dhabi,1,1,2,101,101,101,101,75,101,101,101,101,101,101,101,101,101,101,93,101,101,101,75,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3217,Pakistan,West Indies,"Providence Stadium, Guyana", Apr 7 2017, Pakistan tour of West Indies at Providence,2,1,2,45,101,101,101,24,32,11,101,58,80,101,101,95,45,101,101,101,37,101,46,101,49,101,101,101,101,96,101,101,101,101,101,101,101,90,13,101,64,101,101,101,87,101,101
3218,Pakistan,West Indies,"Providence Stadium, Guyana", Apr 9 2017, Pakistan tour of West Indies at Providence,2,1,1,51,101,101,101,8,101,24,27,59,82,101,101,89,46,101,101,101,38,101,30,101,61,101,101,101,101,101,101,97,101,101,101,101,101,79,14,101,60,101,101,101,101,101,74
3219,West Indies,Pakistan,"Providence Stadium, Guyana", Apr 11 2017, Pakistan tour of West Indies at Providence,1,1,2,101,101,101,101,98,101,97,101,92,101,101,101,81,13,101,59,101,101,101,101,101,65,101,101,55,101,8,101,20,24,45,85,101,101,89,36,101,101,101,35,101,32,101,61
3220,Ireland,England,"County Ground, Bristol", May 5 2017, Ireland tour of England at Bristol,1,1,2,34,101,28,71,61,101,100,101,101,101,92,101,101,101,101,101,101,40,101,35,101,101,18,101,16,101,4,101,23,101,101,101,101,101,101,12,101,41,101,24,101,90,101,75
3221,England,Ireland,"Lord's, London", May 7 2017, Ireland tour of England at London,2,1,1,18,101,16,101,4,101,22,101,97,101,101,101,101,12,101,45,101,19,101,88,101,68,37,101,28,72,59,101,101,101,101,101,94,101,101,101,101,42,101,101,101,30,101,101
3222,Bangladesh,Ireland,"The Village, Malahide, Dublin", May 12 2017, Ireland Tri-Nation Series at Dublin,2,1,2,19,101,38,101,73,101,23,101,27,7,50,86,101,101,101,57,101,101,101,29,101,55,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3223,New Zealand,Ireland,"The Village, Malahide, Dublin", May 14 2017, Ireland Tri-Nation Series at Dublin,2,1,1,79,101,55,101,101,101,14,101,39,101,72,100,101,101,101,101,101,13,101,101,101,80,60,101,28,75,101,101,101,101,101,101,92,101,101,101,101,40,101,101,101,28,101,97
3224,Bangladesh,New Zealand,"Castle Avenue, Dublin", May 17 2017, Ireland Tri-Nation Series at Dublin,2,1,2,19,101,34,101,76,101,22,101,28,8,46,90,101,101,101,101,101,13,101,52,101,19,50,101,78,101,101,101,15,101,27,101,63,96,101,101,101,11,101,101,101,64,101,101
3225,Ireland,Bangladesh,"The Village, Malahide, Dublin", May 19 2017, Ireland Tri-Nation Series at Dublin,2,1,2,38,101,35,79,60,101,101,101,101,101,101,101,94,101,101,43,101,101,101,29,101,101,19,101,26,101,72,101,23,101,29,8,46,88,101,101,101,101,101,54,101,101,101,16
3226,New Zealand,Ireland,"The Village, Malahide, Dublin", May 21 2017, Ireland Tri-Nation Series at Dublin,2,1,1,77,101,41,101,29,101,14,101,69,65,94,11,101,101,101,48,101,101,101,61,101,8,40,101,37,80,58,101,101,101,101,101,93,101,101,101,101,46,101,101,101,93,101,101
3227,New Zealand,Bangladesh,"Castle Avenue, Dublin", May 24 2017, Ireland Tri-Nation Series at Dublin,2,1,2,37,101,80,101,25,101,14,101,70,68,67,99,101,9,101,101,101,10,101,101,101,101,19,101,28,101,63,101,101,101,22,101,30,8,43,91,60,62,101,101,101,13,101,54
3228,England,South Africa,"Headingley, Leeds", May 24 2017, South Africa tour of England at Leeds,2,1,1,21,101,15,101,4,101,17,101,41,55,18,101,71,29,97,6,101,14,101,18,101,70,10,101,6,101,5,101,1,101,46,89,27,101,101,40,101,33,101,69,101,5,101,1
3229,England,South Africa,"The Rose Bowl, Southampton", May 27 2017, South Africa tour of England at Southampton,2,1,1,23,101,16,101,4,101,18,101,28,52,17,101,68,32,101,17,101,13,101,67,101,88,5,101,11,101,6,101,1,101,27,101,58,101,101,41,101,77,101,3,101,63,101,101
3230,England,South Africa,"Lord's, London", May 29 2017, South Africa tour of England at London,2,1,2,27,101,16,101,5,101,17,101,92,101,18,101,101,18,101,51,101,101,101,71,101,29,10,101,4,101,45,91,6,101,1,101,26,101,101,44,101,28,101,101,101,1,101,19
3231,Bangladesh,England,"Kennington Oval, London", Jun 1 2017, ICC Champions Trophy at London,2,1,2,17,101,29,101,76,101,20,101,34,12,62,101,43,89,101,101,101,101,101,14,101,54,28,101,15,101,4,101,18,101,27,51,19,101,69,33,100,6,101,8,101,67,101,66
3232,New Zealand,Australia,"Edgbaston, Birmingham", Jun 2 2017, ICC Champions Trophy at Birmingham,1,1,2,9,101,72,101,8,101,14,101,28,101,69,100,73,70,101,10,101,49,101,38,101,5,2,101,23,101,11,101,101,101,22,87,37,101,50,101,101,30,101,4,101,28,101,3
3233,South Africa,Sri Lanka,"Kennington Oval, London", Jun 3 2017, ICC Champions Trophy at London,2,1,1,10,101,6,101,5,101,1,101,25,101,42,90,101,36,101,28,101,3,101,19,101,1,54,101,71,101,37,101,46,101,101,101,73,101,101,101,101,68,101,22,101,48,101,88
3234,India,Pakistan,"Edgbaston, Birmingham", Jun 4 2017, ICC Champions Trophy at Birmingham,2,1,1,12,101,14,101,3,101,85,101,101,92,13,101,46,101,82,21,101,30,101,31,101,43,36,101,57,101,9,101,21,25,48,84,101,101,93,36,101,101,101,32,101,33,101,50
